date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2022-06-20,SKU0102,26,0,7.0,11
2022-06-27,SKU0102,18,0,7.0,11
2022-07-04,SKU0102,10,107,7.0,11
2022-07-11,SKU0102,4,77,7.0,11
2022-07-18,SKU0102,0,97,7.0,11
2022-07-25,SKU0102,72,111,7.0,11
2022-08-01,SKU0102,68,0,7.0,11
2022-08-08,SKU0102,60,0,,11
2022-08-15,SKU0102,52,0,7.0,11
2022-08-22,SKU0102,46,0,7.0,11
2022-08-29,SKU0102,39,0,7.0,11
2022-09-05,SKU0102,31,0,7.0,11
2022-09-12,SKU0102,19,0,7.0,11
2022-09-19,SKU0102,87,67,7.0,11
2022-09-26,SKU0102,82,0,7.0,11
2022-10-03,SKU0102,74,0,7.0,11
2022-10-10,SKU0102,62,0,7.0,11
2022-10-17,SKU0102,50,0,7.0,11
2022-10-24,SKU0102,38,0,7.0,11
2022-10-31,SKU0102,26,0,7.0,11
2022-11-07,SKU0102,16,0,7.0,11
2022-11-14,SKU0102,57,85,7.0,11
2022-11-21,SKU0102,48,0,7.0,11
2022-11-28,SKU0102,39,0,7.0,11
2022-12-05,SKU0102,32,0,7.0,11
2022-12-12,SKU0102,20,0,7.0,11
2022-12-19,SKU0102,7,71,7.0,11
2022-12-26,SKU0102,0,110,7.0,11
2023-01-02,SKU0102,80,87,7.0,11
2023-01-09,SKU0102,72,0,,11
2023-01-16,SKU0102,59,0,7.0,11
2023-01-23,SKU0102,47,0,7.0,11
2023-01-30,SKU0102,33,0,7.0,11
2023-02-06,SKU0102,21,0,7.0,11
2023-02-13,SKU0102,12,0,7.0,11
2023-02-20,SKU0102,71,67,7.0,11
2023-02-27,SKU0102,59,0,7.0,11
2023-03-06,SKU0102,49,0,7.0,11
2023-03-13,SKU0102,43,0,7.0,11
2023-03-20,SKU0102,36,0,7.0,11
2023-03-27,SKU0102,27,0,7.0,11
2023-04-03,SKU0102,22,0,7.0,11
2023-04-10,SKU0102,15,0,7.0,11
2023-04-17,SKU0102,7,115,7.0,11
2023-04-24,SKU0102,60,86,7.0,11
2023-05-01,SKU0102,55,0,7.0,11
2023-05-08,SKU0102,46,0,7.0,11
2023-05-15,SKU0102,40,0,7.0,11
2023-05-22,SKU0102,36,0,7.0,11
2023-05-29,SKU0102,28,0,7.0,11
2023-06-05,SKU0102,24,0,7.0,11
2023-06-12,SKU0102,20,0,7.0,11
2023-06-19,SKU0102,16,0,7.0,11
2023-06-26,SKU0102,13,0,7.0,11
2023-07-03,SKU0102,8,69,7.0,11
2023-07-10,SKU0102,4,64,7.0,11
2023-07-17,SKU0102,67,59,7.0,11
2023-07-24,SKU0102,64,0,7.0,11
2023-07-31,SKU0102,58,0,7.0,11
2023-08-07,SKU0102,54,0,7.0,11
2023-08-14,SKU0102,47,0,7.0,11
2023-08-21,SKU0102,40,0,7.0,11
2023-08-28,SKU0102,32,0,7.0,11
2023-09-04,SKU0102,20,0,7.0,11
2023-09-11,SKU0102,9,86,7.0,11
2023-09-18,SKU0102,66,65,7.0,11
2023-09-25,SKU0102,55,0,7.0,11
2023-10-02,SKU0102,48,0,7.0,11
2023-10-09,SKU0102,42,0,7.0,11
2023-10-16,SKU0102,31,0,7.0,11
2023-10-23,SKU0102,23,0,7.0,11
2023-10-30,SKU0102,12,0,7.0,11
2023-11-06,SKU0102,0,102,7.0,11
2023-11-13,SKU0102,0,76,7.0,11
2023-11-20,SKU0102,76,69,7.0,11
2023-11-27,SKU0102,67,0,7.0,11
2023-12-04,SKU0102,53,0,7.0,11
2023-12-11,SKU0102,43,0,7.0,11
2023-12-18,SKU0102,36,0,7.0,11
2023-12-25,SKU0102,26,0,7.0,11
2022-01-03,SKU0103,79,0,7.0,12
2022-01-10,SKU0103,72,0,7.0,12
2022-01-17,SKU0103,60,0,7.0,12
2022-01-24,SKU0103,50,0,7.0,12
2022-01-31,SKU0103,39,0,7.0,12
2022-02-07,SKU0103,24,0,7.0,12
2022-02-14,SKU0103,13,0,7.0,12
2022-02-21,SKU0103,4,88,7.0,12
2022-02-28,SKU0103,68,95,7.0,12
2022-03-07,SKU0103,62,0,7.0,12
2022-03-14,SKU0103,52,0,7.0,12
2022-03-21,SKU0103,44,0,7.0,12
2022-03-28,SKU0103,33,0,7.0,12
2022-04-04,SKU0103,27,0,7.0,12
2022-04-11,SKU0103,21,0,7.0,12
2022-04-18,SKU0103,11,84,7.0,12
2022-04-25,SKU0103,55,100,7.0,12
2022-05-02,SKU0103,47,0,7.0,12
2022-05-09,SKU0103,38,0,7.0,12
2022-05-16,SKU0103,32,0,7.0,12
2022-05-23,SKU0103,22,0,7.0,12
2022-05-30,SKU0103,17,0,7.0,12
2022-06-06,SKU0103,9,93,7.0,12
2022-06-13,SKU0103,1,111,7.0,12
2022-06-20,SKU0103,71,100,7.0,12
2022-06-27,SKU0103,64,0,7.0,12
2022-07-04,SKU0103,56,0,7.0,12
2022-07-11,SKU0103,51,0,7.0,12
2022-07-18,SKU0103,44,0,7.0,12
2022-07-25,SKU0103,36,0,7.0,12
2022-08-01,SKU0103,28,0,7.0,12
2022-08-08,SKU0103,22,0,7.0,12
2022-08-15,SKU0103,18,0,7.0,12
2022-08-22,SKU0103,13,0,7.0,12
2022-08-29,SKU0103,9,115,7.0,12
2022-09-05,SKU0103,0,92,7.0,12
2022-09-12,SKU0103,0,81,7.0,12
2022-09-19,SKU0103,0,100,7.0,12
2022-09-26,SKU0103,71,89,7.0,12
2022-10-03,SKU0103,58,0,7.0,12
2022-10-10,SKU0103,47,0,7.0,12
2022-10-17,SKU0103,36,0,7.0,12
2022-10-24,SKU0103,29,0,7.0,12
2022-10-31,SKU0103,17,0,7.0,12
2022-11-07,SKU0103,59,78,7.0,12
2022-11-14,SKU0103,51,0,7.0,12
2022-11-21,SKU0103,39,0,7.0,12
2022-11-28,SKU0103,32,0,7.0,12
2022-12-05,SKU0103,22,0,7.0,12
2022-12-12,SKU0103,14,0,7.0,12
2022-12-19,SKU0103,50,83,7.0,12
2022-12-26,SKU0103,43,0,7.0,12
2023-01-02,SKU0103,34,0,7.0,12
2023-01-09,SKU0103,28,0,7.0,12
2023-01-16,SKU0103,16,0,7.0,12
2023-01-23,SKU0103,9,76,7.0,12
2023-01-30,SKU0103,0,72,7.0,12
2023-02-06,SKU0103,54,88,7.0,12
2023-02-13,SKU0103,46,0,7.0,12
2023-02-20,SKU0103,34,0,7.0,12
2023-02-27,SKU0103,20,0,7.0,12
2023-03-06,SKU0103,14,0,7.0,12
2023-03-13,SKU0103,5,94,7.0,12
2023-03-20,SKU0103,94,94,7.0,12
2023-03-27,SKU0103,87,0,7.0,12
2023-04-03,SKU0103,77,0,7.0,12
2023-04-10,SKU0103,70,0,7.0,12
2023-04-17,SKU0103,62,0,7.0,12
2023-04-24,SKU0103,53,0,7.0,12
2023-05-01,SKU0103,44,0,7.0,12
2023-05-08,SKU0103,34,0,7.0,12
2023-05-15,SKU0103,29,0,7.0,12
2023-05-22,SKU0103,24,0,7.0,12
2023-05-29,SKU0103,14,0,,12
2023-06-05,SKU0103,8,99,7.0,12
2023-06-12,SKU0103,85,114,7.0,12
2023-06-19,SKU0103,77,0,7.0,12
2023-06-26,SKU0103,68,0,7.0,12
2023-07-03,SKU0103,62,0,7.0,12
2023-07-10,SKU0103,56,0,7.0,12
2023-07-17,SKU0103,48,0,7.0,12
2023-07-24,SKU0103,39,0,7.0,12
2023-07-31,SKU0103,33,0,7.0,12
2023-08-07,SKU0103,24,0,7.0,12
2023-08-14,SKU0103,18,0,7.0,12
2023-08-21,SKU0103,13,0,7.0,12
2023-08-28,SKU0103,6,75,7.0,12
2023-09-04,SKU0103,0,85,7.0,12
2023-09-11,SKU0103,0,118,7.0,12
2023-09-18,SKU0103,0,86,7.0,12
2023-09-25,SKU0103,69,80,7.0,12
2023-10-02,SKU0103,60,0,7.0,12
2023-10-09,SKU0103,46,0,7.0,12
2023-10-16,SKU0103,37,0,7.0,12
2023-10-23,SKU0103,28,0,7.0,12
2023-10-30,SKU0103,21,0,7.0,12
2023-11-06,SKU0103,99,65,,12
2023-11-13,SKU0103,88,0,7.0,12
2023-11-20,SKU0103,79,0,7.0,12
2023-11-27,SKU0103,70,0,7.0,12
2023-12-04,SKU0103,60,0,7.0,12
2023-12-11,SKU0103,49,0,7.0,12
2023-12-18,SKU0103,34,0,7.0,12
2023-12-25,SKU0103,23,0,7.0,12
2022-01-03,SKU0104,26,0,14.0,13
2022-01-10,SKU0104,22,0,14.0,13
2022-01-17,SKU0104,17,0,14.0,13
2022-01-24,SKU0104,53,53,14.0,13
2022-01-31,SKU0104,48,0,14.0,13
2022-02-07,SKU0104,41,0,14.0,13
2022-02-14,SKU0104,35,0,14.0,13
2022-02-21,SKU0104,27,0,14.0,13
2022-02-28,SKU0104,19,0,14.0,13
2022-03-07,SKU0104,14,0,14.0,13
2022-03-14,SKU0104,10,39,14.0,13
2022-03-21,SKU0104,7,52,14.0,13
2022-03-28,SKU0104,4,74,14.0,13
2022-04-04,SKU0104,0,67,14.0,13
2022-04-11,SKU0104,28,59,14.0,13
2022-04-18,SKU0104,25,0,14.0,13
2022-04-25,SKU0104,19,0,14.0,13
2022-05-02,SKU0104,16,0,14.0,13
2022-05-09,SKU0104,12,69,14.0,13
2022-05-16,SKU0104,45,61,14.0,13
2022-05-23,SKU0104,41,0,14.0,13
2022-05-30,SKU0104,35,0,14.0,13
2022-06-06,SKU0104,31,0,14.0,13
2022-06-13,SKU0104,26,0,14.0,13
2022-06-20,SKU0104,24,0,14.0,13
2022-06-27,SKU0104,20,0,14.0,13
2022-07-04,SKU0104,16,0,14.0,13
2022-07-11,SKU0104,64,67,14.0,13
2022-07-18,SKU0104,61,0,14.0,13
2022-07-25,SKU0104,56,0,,13
2022-08-01,SKU0104,53,0,14.0,13
2022-08-08,SKU0104,49,0,14.0,13
2022-08-15,SKU0104,45,0,14.0,13
2022-08-22,SKU0104,43,0,14.0,13
2022-08-29,SKU0104,39,0,14.0,13
2022-09-05,SKU0104,35,0,14.0,13
2022-09-12,SKU0104,29,0,14.0,13
2022-09-19,SKU0104,26,0,14.0,13
2022-09-26,SKU0104,22,0,14.0,13
2022-10-03,SKU0104,18,0,14.0,13
2022-10-10,SKU0104,14,0,14.0,13
2022-10-17,SKU0104,50,70,14.0,13
2022-10-24,SKU0104,43,0,14.0,13
2022-10-31,SKU0104,37,0,14.0,13
2022-11-07,SKU0104,33,0,14.0,13
2022-11-14,SKU0104,26,0,14.0,13
2022-11-21,SKU0104,22,0,14.0,13
2022-11-28,SKU0104,18,0,14.0,13
2022-12-05,SKU0104,9,40,14.0,13
2022-12-12,SKU0104,5,73,,13
2022-12-19,SKU0104,0,71,14.0,13
2022-12-26,SKU0104,0,61,14.0,13
2023-01-02,SKU0104,46,55,14.0,13
2023-01-09,SKU0104,41,0,14.0,13
2023-01-16,SKU0104,35,0,14.0,13
2023-01-23,SKU0104,26,0,14.0,13
2023-01-30,SKU0104,22,0,14.0,13
2023-02-06,SKU0104,15,0,14.0,13
2023-02-13,SKU0104,47,40,14.0,13
2023-02-20,SKU0104,40,0,14.0,13
2023-02-27,SKU0104,33,0,14.0,13
2023-03-06,SKU0104,31,0,14.0,13
2023-03-13,SKU0104,25,0,14.0,13
2023-03-20,SKU0104,22,0,14.0,13
2023-03-27,SKU0104,18,0,14.0,13
2023-04-03,SKU0104,12,58,14.0,13
2023-04-10,SKU0104,8,40,14.0,13
2023-04-17,SKU0104,31,64,14.0,13
2023-04-24,SKU0104,26,0,14.0,13
2023-05-01,SKU0104,22,0,14.0,13
2023-05-08,SKU0104,18,0,14.0,13
2023-05-15,SKU0104,14,0,14.0,13
2023-05-22,SKU0104,10,60,14.0,13
2023-05-29,SKU0104,5,44,14.0,13
2023-06-05,SKU0104,32,51,14.0,13
2023-06-12,SKU0104,30,0,14.0,13
2023-06-19,SKU0104,26,0,14.0,13
2023-06-26,SKU0104,21,0,14.0,13
2023-07-03,SKU0104,18,0,14.0,13
2023-07-10,SKU0104,15,0,14.0,13
2023-07-17,SKU0104,13,47,14.0,13
2023-07-24,SKU0104,53,50,14.0,13
2023-07-31,SKU0104,49,0,14.0,13
2023-08-07,SKU0104,45,0,14.0,13
2023-08-14,SKU0104,41,0,14.0,13
2023-08-21,SKU0104,38,0,14.0,13
2023-08-28,SKU0104,35,0,14.0,13
2023-09-04,SKU0104,31,0,14.0,13
2023-09-11,SKU0104,27,0,14.0,13
2023-09-18,SKU0104,19,0,14.0,13
2023-09-25,SKU0104,16,0,14.0,13
2023-10-02,SKU0104,63,55,,13
2023-10-09,SKU0104,57,0,14.0,13
2023-10-16,SKU0104,53,0,14.0,13
2023-10-23,SKU0104,50,0,14.0,13
2023-10-30,SKU0104,46,0,14.0,13
2023-11-06,SKU0104,39,0,14.0,13
2023-11-13,SKU0104,33,0,14.0,13
2023-11-20,SKU0104,28,0,14.0,13
2023-11-27,SKU0104,25,0,14.0,13
2023-12-04,SKU0104,21,0,14.0,13
2023-12-11,SKU0104,17,0,14.0,13
2023-12-18,SKU0104,54,59,14.0,13
2023-12-25,SKU0104,48,0,14.0,13
2022-01-03,SKU0105,81,0,21.0,45
2022-01-10,SKU0105,70,0,21.0,45
2022-01-17,SKU0105,54,0,,45
2022-01-24,SKU0105,46,0,21.0,45
2022-01-31,SKU0105,141,109,21.0,45
2022-02-07,SKU0105,130,0,21.0,45
2022-02-14,SKU0105,120,0,21.0,45
2022-02-21,SKU0105,104,0,21.0,45
2022-02-28,SKU0105,90,0,21.0,45
2022-03-07,SKU0105,83,0,21.0,45
2022-03-14,SKU0105,76,0,21.0,45
2022-03-21,SKU0105,70,0,21.0,45
2022-03-28,SKU0105,60,0,21.0,45
2022-04-04,SKU0105,48,0,,45
2022-04-11,SKU0105,119,135,21.0,45
2022-04-18,SKU0105,110,0,21.0,45
2022-04-25,SKU0105,99,0,21.0,45
2022-05-02,SKU0105,92,0,21.0,45
2022-05-09,SKU0105,79,0,21.0,45
2022-05-16,SKU0105,72,0,21.0,45
2022-05-23,SKU0105,62,0,21.0,45
2022-05-30,SKU0105,53,0,21.0,45
2022-06-06,SKU0105,42,89,21.0,45
2022-06-13,SKU0105,149,107,21.0,45
2022-06-20,SKU0105,143,0,21.0,45
2022-06-27,SKU0105,135,0,21.0,45
2022-07-04,SKU0105,125,0,21.0,45
2022-07-11,SKU0105,117,0,21.0,45
2022-07-18,SKU0105,107,0,21.0,45
2022-07-25,SKU0105,96,0,21.0,45
2022-08-01,SKU0105,90,0,21.0,45
2022-08-08,SKU0105,81,0,21.0,45
2022-08-15,SKU0105,73,0,21.0,45
2022-08-22,SKU0105,67,0,21.0,45
2022-08-29,SKU0105,60,0,21.0,45
2022-09-05,SKU0105,49,0,21.0,45
2022-09-12,SKU0105,38,148,21.0,45
2022-09-19,SKU0105,30,138,21.0,45
2022-09-26,SKU0105,22,140,21.0,45
2022-10-03,SKU0105,10,90,21.0,45
2022-10-10,SKU0105,92,132,21.0,45
2022-10-17,SKU0105,79,0,21.0,45
2022-10-24,SKU0105,64,0,21.0,45
2022-10-31,SKU0105,55,0,21.0,45
2022-11-07,SKU0105,125,88,21.0,45
2022-11-14,SKU0105,109,0,21.0,45
2022-11-21,SKU0105,93,0,21.0,45
2022-11-28,SKU0105,83,0,21.0,45
2022-12-05,SKU0105,65,0,21.0,45
2022-12-12,SKU0105,55,0,21.0,45
2022-12-19,SKU0105,44,107,21.0,45
2022-12-26,SKU0105,130,157,21.0,45
2023-01-02,SKU0105,118,0,21.0,45
2023-01-09,SKU0105,100,0,21.0,45
2023-01-16,SKU0105,86,0,21.0,45
2023-01-23,SKU0105,70,0,21.0,45
2023-01-30,SKU0105,51,0,21.0,45
2023-02-06,SKU0105,33,95,21.0,45
2023-02-13,SKU0105,20,94,21.0,45
2023-02-20,SKU0105,1,156,21.0,45
2023-02-27,SKU0105,0,101,21.0,45
2023-03-06,SKU0105,0,95,21.0,45
2023-03-13,SKU0105,0,97,21.0,45
2023-03-20,SKU0105,109,101,21.0,45
2023-03-27,SKU0105,98,0,21.0,45
2023-04-03,SKU0105,90,0,21.0,45
2023-04-10,SKU0105,77,0,21.0,45
2023-04-17,SKU0105,68,0,21.0,45
2023-04-24,SKU0105,57,0,21.0,45
2023-05-01,SKU0105,51,0,21.0,45
2023-05-08,SKU0105,99,88,21.0,45
2023-05-15,SKU0105,86,0,21.0,45
2023-05-22,SKU0105,77,0,21.0,45
2023-05-29,SKU0105,66,0,21.0,45
2023-06-05,SKU0105,60,0,21.0,45
2023-06-12,SKU0105,53,0,21.0,45
2023-06-19,SKU0105,46,0,21.0,45
2023-06-26,SKU0105,35,96,21.0,45
2023-07-03,SKU0105,134,156,21.0,45
2023-07-10,SKU0105,123,0,21.0,45
2023-07-17,SKU0105,113,0,21.0,45
2023-07-24,SKU0105,103,0,21.0,45
2023-07-31,SKU0105,92,0,21.0,45
2023-08-07,SKU0105,83,0,21.0,45
2023-08-14,SKU0105,76,0,21.0,45
2023-08-21,SKU0105,69,0,21.0,45
2023-08-28,SKU0105,58,0,21.0,45
2023-09-04,SKU0105,47,0,21.0,45
2023-09-11,SKU0105,134,148,,45
2023-09-18,SKU0105,124,0,21.0,45
2023-09-25,SKU0105,108,0,21.0,45
2023-10-02,SKU0105,97,0,21.0,45
2023-10-09,SKU0105,87,0,21.0,45
2023-10-16,SKU0105,72,0,21.0,45
2023-10-23,SKU0105,58,0,21.0,45
2023-10-30,SKU0105,42,87,21.0,45
2023-11-06,SKU0105,26,151,21.0,45
2023-11-13,SKU0105,18,112,21.0,45
2023-11-20,SKU0105,7,145,21.0,45
2023-11-27,SKU0105,110,130,21.0,45
2023-12-04,SKU0105,91,0,21.0,45
2023-12-11,SKU0105,76,0,21.0,45
2023-12-18,SKU0105,58,0,21.0,45
2023-12-25,SKU0105,157,116,21.0,45
2022-01-03,SKU0106,50,0,7.0,29
2022-01-10,SKU0106,17,159,7.0,29
2022-01-17,SKU0106,0,265,7.0,29
2022-01-24,SKU0106,0,315,7.0,29
2022-01-31,SKU0106,0,306,7.0,29
2022-02-07,SKU0106,202,194,7.0,29
2022-02-14,SKU0106,176,0,7.0,29
2022-02-21,SKU0106,149,0,7.0,29
2022-02-28,SKU0106,118,0,7.0,29
2022-03-07,SKU0106,100,0,7.0,29
2022-03-14,SKU0106,88,0,7.0,29
2022-03-21,SKU0106,68,0,7.0,29
2022-03-28,SKU0106,53,0,7.0,29
2022-04-04,SKU0106,31,0,7.0,29
2022-04-11,SKU0106,170,283,7.0,29
2022-04-18,SKU0106,149,0,7.0,29
2022-04-25,SKU0106,135,0,7.0,29
2022-05-02,SKU0106,112,0,7.0,29
2022-05-09,SKU0106,91,0,7.0,29
2022-05-16,SKU0106,76,0,7.0,29
2022-05-23,SKU0106,50,0,7.0,29
2022-05-30,SKU0106,32,0,7.0,29
2022-06-06,SKU0106,18,272,7.0,29
2022-06-13,SKU0106,0,163,7.0,29
2022-06-20,SKU0106,0,245,7.0,29
2022-06-27,SKU0106,0,250,7.0,29
2022-07-04,SKU0106,207,163,7.0,29
2022-07-11,SKU0106,185,0,7.0,29
2022-07-18,SKU0106,167,0,7.0,29
2022-07-25,SKU0106,153,0,7.0,29
2022-08-01,SKU0106,141,0,7.0,29
2022-08-08,SKU0106,120,0,7.0,29
2022-08-15,SKU0106,109,0,7.0,29
2022-08-22,SKU0106,91,0,7.0,29
2022-08-29,SKU0106,76,0,7.0,29
2022-09-05,SKU0106,44,0,7.0,29
2022-09-12,SKU0106,17,181,7.0,29
2022-09-19,SKU0106,203,241,7.0,29
2022-09-26,SKU0106,173,0,7.0,29
2022-10-03,SKU0106,146,0,7.0,29
2022-10-10,SKU0106,131,0,7.0,29
2022-10-17,SKU0106,110,0,7.0,29
2022-10-24,SKU0106,93,0,7.0,29
2022-10-31,SKU0106,77,0,7.0,29
2022-11-07,SKU0106,59,0,7.0,29
2022-11-14,SKU0106,45,0,7.0,29
2022-11-21,SKU0106,30,0,7.0,29
2022-11-28,SKU0106,4,219,7.0,29
2022-12-05,SKU0106,0,292,7.0,29
2022-12-12,SKU0106,162,227,7.0,29
2022-12-19,SKU0106,131,0,7.0,29
2022-12-26,SKU0106,102,0,7.0,29
2023-01-02,SKU0106,69,0,7.0,29
2023-01-09,SKU0106,36,0,7.0,29
2023-01-16,SKU0106,11,180,7.0,29
2023-01-23,SKU0106,0,189,7.0,29
2023-01-30,SKU0106,206,206,7.0,29
2023-02-06,SKU0106,188,0,7.0,29
2023-02-13,SKU0106,169,0,7.0,29
2023-02-20,SKU0106,140,0,7.0,29
2023-02-27,SKU0106,112,0,7.0,29
2023-03-06,SKU0106,94,0,7.0,29
2023-03-13,SKU0106,80,0,7.0,29
2023-03-20,SKU0106,66,0,7.0,29
2023-03-27,SKU0106,39,0,7.0,29
2023-04-03,SKU0106,228,251,7.0,29
2023-04-10,SKU0106,210,0,7.0,29
2023-04-17,SKU0106,189,0,7.0,29
2023-04-24,SKU0106,170,0,7.0,29
2023-05-01,SKU0106,144,0,7.0,29
2023-05-08,SKU0106,130,0,7.0,29
2023-05-15,SKU0106,109,0,7.0,29
2023-05-22,SKU0106,88,0,7.0,29
2023-05-29,SKU0106,68,0,7.0,29
2023-06-05,SKU0106,57,0,7.0,29
2023-06-12,SKU0106,41,0,7.0,29
2023-06-19,SKU0106,23,228,7.0,29
2023-06-26,SKU0106,1,221,7.0,29
2023-07-03,SKU0106,0,235,7.0,29
2023-07-10,SKU0106,219,238,7.0,29
2023-07-17,SKU0106,202,0,7.0,29
2023-07-24,SKU0106,189,0,7.0,29
2023-07-31,SKU0106,179,0,7.0,29
2023-08-07,SKU0106,159,0,7.0,29
2023-08-14,SKU0106,137,0,7.0,29
2023-08-21,SKU0106,114,0,7.0,29
2023-08-28,SKU0106,99,0,7.0,29
2023-09-04,SKU0106,66,0,7.0,29
2023-09-11,SKU0106,38,0,7.0,29
2023-09-18,SKU0106,237,166,,29
2023-09-25,SKU0106,211,0,7.0,29
2023-10-02,SKU0106,178,0,7.0,29
2023-10-09,SKU0106,155,0,7.0,29
2023-10-16,SKU0106,139,0,7.0,29
2023-10-23,SKU0106,124,0,7.0,29
2023-10-30,SKU0106,106,0,7.0,29
2023-11-06,SKU0106,79,0,7.0,29
2023-11-13,SKU0106,56,0,7.0,29
2023-11-20,SKU0106,41,0,7.0,29
2023-11-27,SKU0106,22,192,7.0,29
2023-12-04,SKU0106,0,272,7.0,29
2023-12-11,SKU0106,0,260,7.0,29
2023-12-18,SKU0106,0,287,7.0,29
2023-12-25,SKU0106,0,243,7.0,29
2022-01-03,SKU0107,1251,0,14.0,351
2022-01-10,SKU0107,1064,0,14.0,351
2022-01-17,SKU0107,919,0,14.0,351
2022-01-24,SKU0107,708,0,14.0,351
2022-01-31,SKU0107,517,0,,351
2022-02-07,SKU0107,357,0,14.0,351
2022-02-14,SKU0107,164,1295,14.0,351
2022-02-21,SKU0107,54,1049,14.0,351
2022-02-28,SKU0107,1335,1533,14.0,351
2022-03-07,SKU0107,1260,0,14.0,351
2022-03-14,SKU0107,1160,0,14.0,351
2022-03-21,SKU0107,1036,0,14.0,351
2022-03-28,SKU0107,900,0,14.0,351
2022-04-04,SKU0107,754,0,14.0,351
2022-04-11,SKU0107,609,0,14.0,351
2022-04-18,SKU0107,463,0,14.0,351
2022-04-25,SKU0107,380,0,14.0,351
2022-05-02,SKU0107,1487,1844,14.0,351
2022-05-09,SKU0107,1365,0,14.0,351
2022-05-16,SKU0107,1272,0,14.0,351
2022-05-23,SKU0107,1198,0,14.0,351
2022-05-30,SKU0107,1044,0,14.0,351
2022-06-06,SKU0107,938,0,14.0,351
2022-06-13,SKU0107,829,0,14.0,351
2022-06-20,SKU0107,719,0,14.0,351
2022-06-27,SKU0107,654,0,14.0,351
2022-07-04,SKU0107,591,0,14.0,351
2022-07-11,SKU0107,456,0,14.0,351
2022-07-18,SKU0107,319,1620,14.0,351
2022-07-25,SKU0107,211,1249,14.0,351
2022-08-01,SKU0107,1504,1128,14.0,351
2022-08-08,SKU0107,1434,0,14.0,351
2022-08-15,SKU0107,1364,0,14.0,351
2022-08-22,SKU0107,1254,0,14.0,351
2022-08-29,SKU0107,1173,0,14.0,351
2022-09-05,SKU0107,1056,0,14.0,351
2022-09-12,SKU0107,898,0,14.0,351
2022-09-19,SKU0107,764,0,14.0,351
2022-09-26,SKU0107,570,0,14.0,351
2022-10-03,SKU0107,401,0,14.0,351
2022-10-10,SKU0107,306,1270,14.0,351
2022-10-17,SKU0107,1035,1824,14.0,351
2022-10-24,SKU0107,861,0,14.0,351
2022-10-31,SKU0107,682,0,,351
2022-11-07,SKU0107,504,0,14.0,351
2022-11-14,SKU0107,401,0,14.0,351
2022-11-21,SKU0107,288,1438,14.0,351
2022-11-28,SKU0107,200,1539,14.0,351
2022-12-05,SKU0107,1390,1380,14.0,351
2022-12-12,SKU0107,1212,0,14.0,351
2022-12-19,SKU0107,1043,0,14.0,351
2022-12-26,SKU0107,929,0,14.0,351
2023-01-02,SKU0107,761,0,14.0,351
2023-01-09,SKU0107,651,0,14.0,351
2023-01-16,SKU0107,526,0,14.0,351
2023-01-23,SKU0107,339,1628,14.0,351
2023-01-30,SKU0107,1004,1265,14.0,351
2023-02-06,SKU0107,854,0,14.0,351
2023-02-13,SKU0107,737,0,14.0,351
2023-02-20,SKU0107,568,0,14.0,351
2023-02-27,SKU0107,447,0,14.0,351
2023-03-06,SKU0107,373,0,14.0,351
2023-03-13,SKU0107,1200,1054,14.0,351
2023-03-20,SKU0107,1073,0,14.0,351
2023-03-27,SKU0107,931,0,14.0,351
2023-04-03,SKU0107,848,0,14.0,351
2023-04-10,SKU0107,756,0,14.0,351
2023-04-17,SKU0107,620,0,14.0,351
2023-04-24,SKU0107,507,0,14.0,351
2023-05-01,SKU0107,419,0,14.0,351
2023-05-08,SKU0107,312,1478,14.0,351
2023-05-15,SKU0107,230,1612,14.0,351
2023-05-22,SKU0107,114,1543,14.0,351
2023-05-29,SKU0107,0,1803,14.0,351
2023-06-05,SKU0107,0,1267,14.0,351
2023-06-12,SKU0107,0,1482,14.0,351
2023-06-19,SKU0107,0,1872,14.0,351
2023-06-26,SKU0107,946,1387,14.0,351
2023-07-03,SKU0107,873,0,14.0,351
2023-07-10,SKU0107,765,0,14.0,351
2023-07-17,SKU0107,692,0,14.0,351
2023-07-24,SKU0107,611,0,14.0,351
2023-07-31,SKU0107,513,0,14.0,351
2023-08-07,SKU0107,375,0,14.0,351
2023-08-14,SKU0107,285,1003,14.0,351
2023-08-21,SKU0107,1106,1440,14.0,351
2023-08-28,SKU0107,1044,0,14.0,351
2023-09-04,SKU0107,950,0,14.0,351
2023-09-11,SKU0107,775,0,14.0,351
2023-09-18,SKU0107,618,0,14.0,351
2023-09-25,SKU0107,438,0,14.0,351
2023-10-02,SKU0107,319,1090,14.0,351
2023-10-09,SKU0107,198,1823,14.0,351
2023-10-16,SKU0107,26,1730,14.0,351
2023-10-23,SKU0107,0,1585,14.0,351
2023-10-30,SKU0107,736,1758,14.0,351
2023-11-06,SKU0107,607,0,14.0,351
2023-11-13,SKU0107,486,0,14.0,351
2023-11-20,SKU0107,336,1210,14.0,351
2023-11-27,SKU0107,1122,1289,14.0,351
2023-12-04,SKU0107,967,0,14.0,351
2023-12-11,SKU0107,814,0,14.0,351
2023-12-18,SKU0107,602,0,14.0,351
2023-12-25,SKU0107,499,0,14.0,351
2022-01-03,SKU0108,126,0,10.0,32
2022-01-10,SKU0108,97,0,10.0,32
2022-01-17,SKU0108,69,0,10.0,32
2022-01-24,SKU0108,53,0,,32
2022-01-31,SKU0108,36,0,10.0,32
2022-02-07,SKU0108,20,211,10.0,32
